Scientific_Name,Common_Name,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,Order,familyComName,Family_Name
Selasphorus calliope,Calliope Hummingbird,calhum,species,4691.0,['CAHU'],[],['SECA'],Caprimulgiformes,Hummingbirds,Trochilidae
