speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
monpar,Monk Parakeet,Myiopsitta monachus,L7763895,"4201 Ed Bluestein Blvd, Austin US-TX (30.2774,-97.6663)",2018-08-30 06:57,1.0,30.2774,-97.666318,True,False,True,S48167498
monpar,Monk Parakeet,Myiopsitta monachus,L7878817,"115 West 6th Street, Austin, Texas, US (30.268, -97.744)",2018-08-31 15:15,6.0,30.2682102,-97.7437872,True,False,True,S48197372
monpar,Monk Parakeet,Myiopsitta monachus,L7883558,Sunshine Community Gardens,2018-09-01 19:00,8.0,30.317463,-97.73622,True,False,True,S48226753
monpar,Monk Parakeet,Myiopsitta monachus,L567534,Roy G. Guerrero Colorado River Metro Park,2018-09-02 07:08,2.0,30.246172,-97.7049763,True,False,False,S48240124
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-09-03 14:20,1.0,30.2181988,-97.6458054,True,False,False,S48271192
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-09-04 08:16,5.0,30.2181988,-97.6458054,True,False,False,S48295202
monpar,Monk Parakeet,Myiopsitta monachus,L834368,West Bouldin Creek Greenbelt,2018-09-05 07:30,1.0,30.2540072,-97.7601929,True,False,False,S48311857
monpar,Monk Parakeet,Myiopsitta monachus,L722854,"The Triangle Pond, Austin",2018-09-06 08:51,1.0,30.3128387,-97.7336454,True,False,False,S48325621
monpar,Monk Parakeet,Myiopsitta monachus,L7763895,"4201 Ed Bluestein Blvd, Austin US-TX (30.2774,-97.6663)",2018-09-07 10:32,2.0,30.2774,-97.666318,True,False,True,S48345471
monpar,Monk Parakeet,Myiopsitta monachus,L3335879,Shady Oak Court,2018-09-08 18:30,2.0,30.3328241,-97.7470779,True,False,True,S48382468
monpar,Monk Parakeet,Myiopsitta monachus,L834368,West Bouldin Creek Greenbelt,2018-09-09 17:45,1.0,30.2540072,-97.7601929,True,False,False,S48405917
monpar,Monk Parakeet,Myiopsitta monachus,L7913665,"Triangle Commons Pocket Park Trail, Austin, Texas, US (30.312, -97.734)",2018-09-10 14:11,5.0,30.312299,-97.7336208,True,False,True,S48420137
monpar,Monk Parakeet,Myiopsitta monachus,L7918066,"Austin-Bergstrom International Airport, Austin US-TX (30.2124,-97.6586)",2018-09-11 18:00,2.0,30.212397,-97.658616,True,False,True,S48451291
monpar,Monk Parakeet,Myiopsitta monachus,L722854,"The Triangle Pond, Austin",2018-09-13 18:45,30.0,30.3128387,-97.7336454,True,False,False,S48495100
monpar,Monk Parakeet,Myiopsitta monachus,L1116153,AJ's house - Austin,2018-09-15 10:26,6.0,30.3127322,-97.6985005,True,False,True,S48603469
monpar,Monk Parakeet,Myiopsitta monachus,L7933659,Austin--Wells Branch--Howard Ln / Thomas Sinclair Blvd,2018-09-16 18:14,4.0,30.4359523,-97.6888751,True,False,True,S48555598
monpar,Monk Parakeet,Myiopsitta monachus,L722854,"The Triangle Pond, Austin",2018-09-17 17:26,8.0,30.3128387,-97.7336454,True,False,False,S48578061
monpar,Monk Parakeet,Myiopsitta monachus,L4738587,The Purple Wren,2018-09-18 08:43,2.0,30.3647825,-97.6889605,True,False,True,S48592659
monpar,Monk Parakeet,Myiopsitta monachus,L7883558,Sunshine Community Gardens,2018-09-19 17:52,9.0,30.317463,-97.73622,True,False,True,S48618547
