,Common Name,Scientific Name,Date Sighted,Location Name,Num Sighted,Latitude,Longitude,year
327,Wedge-tailed Shearwater,Ardenna pacifica,2015-09-22 15:50,Kilauea Point NWR,1.0,22.2316072,-159.4019778,2015
328,Red-footed Booby,Sula sula,2015-09-22 15:50,Kilauea Point NWR,1.0,22.2316072,-159.4019778,2015
329,Red Junglefowl,Gallus gallus,2015-09-22 15:30,Kihei - Suda Store/Farmer's Market,2.0,20.781969,-156.462659,2015
330,Mallard (Domestic type),Anas platyrhynchos (Domestic type),2015-09-22 14:33,Lokowaka Pond,11.0,19.7308362,-155.0285912,2015
331,Hawaiian Coot,Fulica alai,2015-09-22 14:33,Lokowaka Pond,16.0,19.7308362,-155.0285912,2015
332,Wandering Tattler,Tringa incana,2015-09-22 14:33,Lokowaka Pond,1.0,19.7308362,-155.0285912,2015
333,Cattle Egret,Bubulcus ibis,2015-09-22 14:33,Lokowaka Pond,1.0,19.7308362,-155.0285912,2015
334,Black-crowned Night-Heron,Nycticorax nycticorax,2015-09-22 14:33,Lokowaka Pond,2.0,19.7308362,-155.0285912,2015
335,Yellow-billed Cardinal,Paroaria capitata,2015-09-22 14:33,Lokowaka Pond,1.0,19.7308362,-155.0285912,2015
336,Rock Pigeon,Columba livia,2015-09-22 10:08,US-HI-Kailua-251 Kakahiaka St - 21.3926x-157.7301,6.0,21.39263,-157.730129,2015
337,Common Gallinule,Gallinula galeata,2015-09-22 10:08,US-HI-Kailua-251 Kakahiaka St - 21.3926x-157.7301,5.0,21.39263,-157.730129,2015
338,Black-necked Stilt,Himantopus mexicanus,2015-09-22 10:08,US-HI-Kailua-251 Kakahiaka St - 21.3926x-157.7301,2.0,21.39263,-157.730129,2015
339,Pacific Golden-Plover,Pluvialis fulva,2015-09-22 10:08,US-HI-Kailua-251 Kakahiaka St - 21.3926x-157.7301,3.0,21.39263,-157.730129,2015
340,Java Sparrow,Lonchura oryzivora,2015-09-22 10:08,US-HI-Kailua-251 Kakahiaka St - 21.3926x-157.7301,6.0,21.39263,-157.730129,2015
341,Red-crested Cardinal,Paroaria coronata,2015-09-22 10:08,US-HI-Kailua-251 Kakahiaka St - 21.3926x-157.7301,3.0,21.39263,-157.730129,2015
342,Erckel's Francolin,Pternistis erckelii,2015-09-22 09:05,Halepohaku,1.0,19.76156,-155.45587,2015
343,Warbling White-eye,Zosterops japonicus,2015-09-22 09:05,Halepohaku,4.0,19.76156,-155.45587,2015
344,Apapane,Himatione sanguinea,2015-09-22 09:05,Halepohaku,19.0,19.76156,-155.45587,2015
345,Hawaii Amakihi,Chlorodrepanis virens,2015-09-22 09:05,Halepohaku,7.0,19.76156,-155.45587,2015
346,Chukar,Alectoris chukar,2015-09-22 08:00,Haleakala NP--Hosmer Grove,1.0,20.7684183,-156.2365883,2015
347,Iiwi,Drepanis coccinea,2015-09-22 08:00,Haleakala NP--Hosmer Grove,2.0,20.7684183,-156.2365883,2015
348,Warbling White-eye,Zosterops japonicus,2010-09-22 16:00,TNC Waikamoi Campsite (Restricted Access),2.0,20.76944,-156.2256,2010
349,Maui Alauahio,Paroreomyza montana,2010-09-22 16:00,TNC Waikamoi Campsite (Restricted Access),2.0,20.76944,-156.2256,2010
350,Hawaii Amakihi,Chlorodrepanis virens,2010-09-22 16:00,TNC Waikamoi Campsite (Restricted Access),5.0,20.76944,-156.2256,2010
351,House Finch,Haemorhous mexicanus,2010-09-22 16:00,TNC Waikamoi Campsite (Restricted Access),1.0,20.76944,-156.2256,2010
352,Red-billed Leiothrix,Leiothrix lutea,2010-09-22 14:45,TNC Waikamoi Campsite (Restricted Access),1.0,20.76944,-156.2256,2010
353,Ring-necked Pheasant,Phasianus colchicus,2010-09-22 13:30,TNC Waikamoi Campsite (Restricted Access),1.0,20.76944,-156.2256,2010
354,Apapane,Himatione sanguinea,2010-09-22 13:30,TNC Waikamoi Campsite (Restricted Access),1.0,20.76944,-156.2256,2010
355,Northern Cardinal,Cardinalis cardinalis,2010-09-22 13:30,TNC Waikamoi Campsite (Restricted Access),1.0,20.76944,-156.2256,2010
356,Hawaiian Goose,Branta sandvicensis,2010-09-22 11:50,"Koke'e, Waipoo Fall",6.0,22.1155,-159.66988,2010
357,White-tailed Tropicbird,Phaethon lepturus,2010-09-22 11:50,"Koke'e, Waipoo Fall",10.0,22.1155,-159.66988,2010
358,White-rumped Shama,Copsychus malabaricus,2010-09-22 11:50,"Koke'e, Waipoo Fall",1.0,22.1155,-159.66988,2010
359,Red-crested Cardinal,Paroaria coronata,2010-09-22 11:50,"Koke'e, Waipoo Fall",1.0,22.1155,-159.66988,2010
360,Wedge-tailed Shearwater,Ardenna pacifica,2010-09-22 11:00,Popoia Island,100.0,21.4000559,-157.7204132,2010
361,Hawaiian Duck,Anas wyvilliana,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
362,Zebra Dove,Geopelia striata,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
363,Common Gallinule,Gallinula galeata,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
364,Hawaiian Coot,Fulica alai,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
365,Black-necked Stilt,Himantopus mexicanus,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
366,Pacific Golden-Plover,Pluvialis fulva,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
367,Cattle Egret,Bubulcus ibis,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
368,Black-crowned Night-Heron,Nycticorax nycticorax,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
369,Common Myna,Acridotheres tristis,2010-09-22 10:00,Hanalei NWR,1.0,22.2106496,-159.4732361,2010
370,Akohekohe,Palmeria dolei,2010-09-22 09:56,"TNC Waikamoi, East of Honomanu Gulch 6000ft elev (Restricted)",1.0,20.77776,-156.21915,2010
371,Iiwi,Drepanis coccinea,2010-09-22 09:56,"TNC Waikamoi, East of Honomanu Gulch 6000ft elev (Restricted)",1.0,20.77776,-156.21915,2010
372,Brown Noddy,Anous stolidus,2010-09-22 06:30,Offshore waters windward Oahu,30.0,21.5603135,-157.6567698,2010
373,Black Noddy,Anous minutus,2010-09-22 06:30,Offshore waters windward Oahu,3.0,21.5603135,-157.6567698,2010
374,White Tern,Gygis alba,2010-09-22 06:30,Offshore waters windward Oahu,2.0,21.5603135,-157.6567698,2010
375,Leach's Storm-Petrel,Oceanodroma leucorhoa,2010-09-22 06:30,Offshore waters windward Oahu,1.0,21.5603135,-157.6567698,2010
376,Hawaiian Petrel,Pterodroma sandwichensis,2010-09-22 06:30,Offshore waters windward Oahu,2.0,21.5603135,-157.6567698,2010
377,Black-winged Petrel,Pterodroma nigripennis,2010-09-22 06:30,Offshore waters windward Oahu,15.0,21.5603135,-157.6567698,2010
378,Cook's Petrel,Pterodroma cookii,2010-09-22 06:30,Offshore waters windward Oahu,2.0,21.5603135,-157.6567698,2010
379,Stejneger's Petrel,Pterodroma longirostris,2010-09-22 06:30,Offshore waters windward Oahu,2.0,21.5603135,-157.6567698,2010
380,Cookilaria petrel sp.,Pterodroma sp. (Cookilaria sp.),2010-09-22 06:30,Offshore waters windward Oahu,20.0,21.5603135,-157.6567698,2010
381,Pterodroma sp.,Pterodroma sp.,2010-09-22 06:30,Offshore waters windward Oahu,1.0,21.5603135,-157.6567698,2010
382,Bulwer's Petrel,Bulweria bulwerii,2010-09-22 06:30,Offshore waters windward Oahu,1.0,21.5603135,-157.6567698,2010
383,Buller's Shearwater,Ardenna bulleri,2010-09-22 06:30,Offshore waters windward Oahu,1.0,21.5603135,-157.6567698,2010
384,Sooty Shearwater,Ardenna grisea,2010-09-22 06:30,Offshore waters windward Oahu,15.0,21.5603135,-157.6567698,2010
385,Short-tailed Shearwater,Ardenna tenuirostris,2010-09-22 06:30,Offshore waters windward Oahu,2.0,21.5603135,-157.6567698,2010
386,Sooty/Short-tailed Shearwater,Ardenna grisea/tenuirostris,2010-09-22 06:30,Offshore waters windward Oahu,20.0,21.5603135,-157.6567698,2010
387,Great Frigatebird,Fregata minor,2010-09-22 06:30,Offshore waters windward Oahu,4.0,21.5603135,-157.6567698,2010
388,Masked Booby,Sula dactylatra,2010-09-22 06:30,Offshore waters windward Oahu,4.0,21.5603135,-157.6567698,2010
389,Brown Booby,Sula leucogaster,2010-09-22 06:30,Offshore waters windward Oahu,5.0,21.5603135,-157.6567698,2010
390,Red-footed Booby,Sula sula,2010-09-22 06:30,Offshore waters windward Oahu,50.0,21.5603135,-157.6567698,2010
391,Erckel's Francolin,Pternistis erckelii,2010-09-22,Volcano Golf & Country Club,1.0,19.4361189,-155.277179,2010
392,Ruddy Turnstone,Arenaria interpres,2010-09-22,Nihoa,1.0,23.0606033,-161.9218455,2010
393,Wandering Tattler,Tringa incana,2010-09-22,Nihoa,1.0,23.0606033,-161.9218455,2010
394,Blue-gray Noddy,Anous ceruleus,2010-09-22,Nihoa,1.0,23.0606033,-161.9218455,2010
395,Sooty Tern,Onychoprion fuscatus,2010-09-22,Nihoa,1.0,23.0606033,-161.9218455,2010
396,Gray-backed Tern,Onychoprion lunatus,2010-09-22,Nihoa,1.0,23.0606033,-161.9218455,2010
397,Red-tailed Tropicbird,Phaethon rubricauda,2010-09-22,Nihoa,1.0,23.0606033,-161.9218455,2010
398,Millerbird,Acrocephalus familiaris,2010-09-22,Nihoa,1.0,23.0606033,-161.9218455,2010
399,Nihoa Finch,Telespiza ultima,2010-09-22,Nihoa,1.0,23.0606033,-161.9218455,2010
400,Yellow-fronted Canary,Crithagra mozambica,2010-09-22,Volcano Golf & Country Club,1.0,19.4361189,-155.277179,2010
401,Mallard,Anas platyrhynchos,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
402,Red Junglefowl,Gallus gallus,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
403,Zebra Dove,Geopelia striata,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
404,Hawaiian Coot,Fulica alai,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
405,Black-necked Stilt,Himantopus mexicanus,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
406,Pacific Golden-Plover,Pluvialis fulva,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
407,Sanderling,Calidris alba,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
408,Great Frigatebird,Fregata minor,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
409,Cattle Egret,Bubulcus ibis,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
410,Common Myna,Acridotheres tristis,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
411,Common Waxbill,Estrilda astrild,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
412,Java Sparrow,Lonchura oryzivora,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
413,House Sparrow,Passer domesticus,2005-09-22 15:00,Honolulu,1.0,21.3069,-157.8580017,2005
414,Gray Francolin,Francolinus pondicerianus,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
415,Spotted Dove,Streptopelia chinensis,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
416,Zebra Dove,Geopelia striata,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
417,Mourning Dove,Zenaida macroura,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
418,Pacific Golden-Plover,Pluvialis fulva,2000-09-22,Mauna Kea Golf Course,10.0,20.0110365,-155.8172035,2000
419,Common Myna,Acridotheres tristis,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
420,African Silverbill,Euodice cantans,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
421,Scaly-breasted Munia,Lonchura punctulata,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
422,House Sparrow,Passer domesticus,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
423,Northern Cardinal,Cardinalis cardinalis,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
424,Yellow-billed Cardinal,Paroaria capitata,2000-09-22,Mauna Kea Golf Course,1.0,20.0110365,-155.8172035,2000
